no of vectors,no of procs,itter,error,time
100000,7,4,0.003171900528030586,0.2744762897491455
100000,7,5,0.0031623457036125857,0.2618124485015869
100000,8,1,0.0031683818063756833,0.28566789627075195
100000,8,2,0.0031542405975702715,0.2725703716278076
100000,8,3,0.003160668117595394,0.2640964984893799
100000,8,4,0.003160171482503818,0.26937198638916016
100000,8,5,0.003160631109050382,0.26345086097717285
1000000,1,1,0.0031623577995242833,10.621380805969238
1000000,1,2,0.003160307620610546,10.73153018951416
1000000,1,3,0.003160626022355158,10.606101512908936
1000000,1,4,0.0031630282426398817,10.699795246124268
1000000,1,5,0.003159824330026177,10.604934692382812
1000000,2,1,0.003159603639461436,5.560701847076416
1000000,2,2,0.003160761431175513,5.591470003128052
1000000,2,3,0.0031593125711833286,5.587298154830933
1000000,2,4,0.0031594215858992926,5.580714464187622
1000000,2,5,0.003160806862968957,5.5000505447387695
1000000,3,1,0.0031604765587223277,3.7866716384887695
1000000,3,2,0.003164077972502688,3.8250746726989746
1000000,3,3,0.0031598633021020592,3.7898178100585938
1000000,3,4,0.00315789158195291,3.8303215503692627
1000000,3,5,0.003161607113818463,3.8369498252868652
1000000,4,1,0.0031599609080795814,2.9801857471466064
1000000,4,2,0.003159423982158043,2.9531195163726807
1000000,4,3,0.003159914151847618,2.962902307510376
1000000,4,4,0.0031545652413199885,2.9558463096618652
1000000,4,5,0.0031598521250653373,2.945497989654541
1000000,5,1,0.00316005734892473,2.633403778076172
1000000,5,2,0.003163098582685776,2.853212356567383
1000000,5,3,0.003158339908564256,2.692235231399536
1000000,5,4,0.0031623135226353195,2.843461036682129
1000000,5,5,0.003158070702699405,2.8453915119171143
1000000,6,1,0.003160071923223913,2.4413087368011475
1000000,6,2,0.0031633505225029685,2.4787840843200684
1000000,6,3,0.003159392822660425,2.4421706199645996
1000000,6,4,0.0031602064831081477,2.454008102416992
1000000,6,5,0.00316159923460974,2.505498170852661
1000000,7,1,0.003157194884347624,2.3331360816955566
1000000,7,2,0.0031574661293524145,2.350665807723999
1000000,7,3,0.0031569494121289586,2.350167751312256
1000000,7,4,0.003162423489472413,2.322415351867676
1000000,7,5,0.0031585945776351283,2.3050012588500977
1000000,8,1,0.0031605266951315594,2.2132351398468018
1000000,8,2,0.0031585748912894506,2.215451240539551
1000000,8,3,0.0031585692482606407,2.227649211883545
1000000,8,4,0.0031625825039061613,2.20404314994812
1000000,8,5,0.00315989629714699,2.2234396934509277
10000000,1,1,0.003160720126570721,109.73349857330322
10000000,1,2,0.0031609401118163193,112.08102488517761
10000000,1,3,0.003160696708267531,111.16008353233337
10000000,1,4,0.003161547741067481,108.49916243553162
10000000,1,5,0.003160388587665826,109.24434399604797
10000000,2,1,0.003160097366729739,55.40855622291565
10000000,2,2,0.0031614386885967273,55.66761136054993
10000000,2,3,0.003159398665944122,55.47233724594116
10000000,2,4,0.0031609050021561935,55.78585624694824
10000000,2,5,0.0031615048352764716,55.11950945854187
10000000,3,1,0.0031609720979468145,38.7990996837616
10000000,3,2,0.0031608762885414515,38.475626707077026
10000000,3,3,0.003160585485364562,38.083513259887695
10000000,3,4,0.0031602565657659573,38.28986883163452
10000000,3,5,0.0031610007004587146,38.98007154464722
10000000,4,1,0.0031610936963850926,29.78718590736389
10000000,4,2,0.0031615184377198377,29.72230839729309
10000000,4,3,0.003160662344459219,33.658376932144165
10000000,4,4,0.0031597532350696694,29.218457221984863
10000000,4,5,0.003161240155185077,29.672594785690308
10000000,5,1,0.003161339158016383,26.374364137649536
10000000,5,2,0.0031600740918402074,26.42133140563965
10000000,5,3,0.003159939805822314,26.97165298461914
10000000,5,4,0.00316025079986104,29.02400541305542
10000000,5,5,0.0031594316151385,27.173372507095337
10000000,6,1,0.003160978473002344,24.771779775619507
10000000,6,2,0.0031604531284056127,24.166711568832397
10000000,6,3,0.0031612324093436817,24.36805272102356
10000000,6,4,0.0031593388516081896,24.470900058746338
10000000,6,5,0.003161173706267592,24.55725407600403
10000000,7,1,0.0031599312481036643,22.810136556625366
10000000,7,2,0.0031606404733002863,23.021016597747803
10000000,7,3,0.003160545008376967,22.830832958221436
10000000,7,4,0.0031614386026030607,22.821951150894165
10000000,7,5,0.0031602369505662068,22.895422220230103
10000000,8,1,0.0031612012255872656,21.882665634155273
10000000,8,2,0.0031605208739345064,21.756797790527344
10000000,8,3,0.003159521240899216,21.949079751968384
10000000,8,4,0.0031602767417334547,21.873050928115845
10000000,8,5,0.0031593477002062643,22.22897744178772
